ID,CATEGORY,TOPICS,SOURCE,HEADLINE,TEXT,LINK
95,FALSE,Sociedad,Wradio,Vicepresidenta denuncia infiltración del narcotráfico en las próximas elecciones,"Marta Lucía Ramírez advirtió que tiene conocimiento sobre dinero del narcotráfico que buscaría financiar los comicios en el Eje Cafetero y en otras regiones del país. La Vicepresidenta Marta Lucía Ramírez advirtió que tiene conocimiento sobre dinero del narcotráfico que buscaría financiar los comicios en el Eje Cafetero y en otras regiones del país. 

Ante la preocupación, Ramírez le pidió al Consejo Nacional Electoral tener toda la información de las cuentas de las campañas políticas para tener la trazabilidad al día.

Según la vicepresidenta, solo el 20% de los candidatos ha reportado las cuentas de sus gastos, lo que podría configurar una violación de las normas electorales.

Finalmente le pidió a los ciudadanos que no se dejen comprar el voto.",https://www.wradio.com.co/Noticia/actualidad/vicepresidenta-denuncia-infiltracion-del-narcotrafico-en-las-proximas-elecciones/20190930/nota/3959761.aspx
96,FALSE,Covid-19,Infobae,La OMS pidió ahora evitar las cuarentenas como método principal para controlar el avance del coronavirus,"Un asesor especial de la Organización Mundial de la Salud (OMS) instó a los Gobiernos a no utilizar la cuarentena como principal estrategia para controlar la propagación de la COVID-19, y alertó sobre el aumento de la pobreza como consecuencia de las restricciones.

“En la Organización Mundial de la Salud no abogamos por las cuarentenas como el principal medio de control de este virus”, dijo el doctor David Nabarro, uno de los seis enviados especiales de la OMS para la COVID-19, en una entrevista con el medio británico The Spectator. “El único momento en que creemos que una cuarentena está justificada es para ganar tiempo para reorganizar, reagrupar y reequilibrar sus recursos, y para proteger a los trabajadores de la salud que están agotados. Pero, en general, preferimos no hacerlo”.

El especialista, encargado de la OMS para el coronavirus en Europa, explicó que los bloqueos “solo tienen una consecuencia que nunca hay que menospreciar, [y que] es hacer que la gente pobre sea mucho más pobre”. Según Nabarro, el impacto económico en los países pequeños que dependen del turismo y el aumento de los niveles de pobreza son dos efectos importantes de las cuarentenas, y citó como ejemplo los daños sufridos en lugares como el Caribe o el Pacífico debido a la cancelación masiva de los viajes o las pérdidas de los pequeños agricultores en todo el mundo porque sus mercados han sido golpeados. Por eso, al igual que otras organizaciones internacionales, el experto alertó que la pobreza mundial podría duplicarse para el próximo año.

“Mire lo que está sucediendo con los niveles de pobreza; parece que es muy posible que la pobreza mundial se duplique el próximo año”, dijo Nabarro. “Es muy posible que tengamos al menos una duplicación de la desnutrición infantil, porque los niños no reciben comidas en la escuela y sus padres, en familias pobres, no pueden pagarlo. En realidad, esta es una catástrofe global terrible y espantosa”.

El enviado de la OMS pidió a los líderes mundiales que “dejen de usar la cuarentena como su método de control principal”, y los instó a desarrollar, en su lugar, “mejores sistemas”.

“Trabajen juntos y aprendan unos de otros”, exhortó. “Pero recuerden, las cuarentenas solo tienen una consecuencia que nunca deben menospreciar, y es hacer que la gente pobre sea muchísimo más pobre”. Las palabras de Nabarro llegan en un momento en que varios países evalúan la imposición de nuevas restricciones ante la segunda ola de contagios y días después de que más de dos mil médicos y epidemiólogos de todo el mundo –encabezados por Sunetra Gupta, Martin Kulldorff y Jay Bhattacharya– emitieran una declaración en la que pidieron a las autoridades políticas evitar los confinamientos como respuesta ante la COVID-19.

“Los bloqueos simplemente congelan el virus... no conducen a su eliminación”

No es la primera vez que Nabarro advierte sobre los efectos adversos de las cuarentenas. En un Noticia publicado hace unos días, el especialista abogó por que los Gobiernos de todo el mundo encuentren un equilibrio entre las restricciones y la vida normal, en momentos en que la segunda ola en Europa es acompañada por la imposición de nuevas medidas de confinamiento.

""Demasiadas restricciones dañan los medios de subsistencia de las personas y provocan resentimiento. El ‘virus sin frenos’ provocará muchas muertes y debilitará la COVID prolongada entre la gente más joven”, escribió. El mensaje del Noticia es que las medidas de salud que implican una estricta higiene personal, la localización eficaz de los contactos y el aislamiento en caso de enfermedad son las medidas esenciales para tomar.

“Esto significa servicios de prueba, rastreo, aislamiento y protección en todas partes, con métricas de rendimiento claramente justificadas"", escribió. “Es importante que haya suficiente capacidad de prueba para detectar dónde está el virus, detectar picos y gestionar los aumentos repentinos”.

“Los bloqueos simplemente congelan el virus... no conducen a su eliminación”, afirmó.

El propio Tedros Ghebreyesus, director general de la OMS, describió en agosto los confinamientos como una solución no efectiva a largo plazo para ningún país.

“No necesitamos elegir entre vidas y medios de subsistencia o entre la salud y la economía. Esa es una falsa elección”, dijo.",https://www.infobae.com/america/mundo/2020/10/12/la-oms-pidio-ahora-evitar-las-cuarentenas-como-metodo-principal-para-controlar-el-avance-del-coronavirus/
103,FALSE,Política,Es Diario,"Felipe prefiere al Rey y ""hasta"" a Franco que la República que exige Podemos","Felipe González asumió un papel muy relevante hace un año en el apogeo del procés, tanto para oponer a los independentistas cuanto para frenar internamente a Pedro Sánchez en el PSOE. Pero de poco valió y, tras la moción de censura, ha guardado una distancia, de algún modo cómplice, con un presidente del Gobierno al que en realidad rechaza aunque no lo diga.

Hasta este jueves, que ha vuelto a ser él para lanzar varios mensajes de profundidad a su sucesor, a sus socios y sobre la situación política en España. A Sánchez le ha dejado muy claro que, de ser él de nuevo presidente del Gobierno, no le apetecería nada depender de Podemos. Y tanto al actual inquilino de Moncloa como a su socio preferente, Pablo Iglesias, les ha lanzado una demoledora advertencia a cuento del debate republicano que el segundo lanza y el primero no frena. ""Prefiero 800 millones de veces más la Jefatura del Estado que tenemos, incluso la anterior (en referencia a Franco), que la que ellos admiran"", ha dicho González en una encendida defensa del modelo institucional implantado en España desde 1978. 

Recelo de Podemos

Con más desarrollo, el expresidente del Gobierno Felipe González ha apuntado este jueves que ""no le preocupa"" que la fuerza de un gobierno dependa de Podemos o de su secretario general, Pablo Iglesias, aunque ha apostillado que, ""si yo fuera presidente del Gobierno, no me gustaría"".

Además, ha indicado que ""participar o no en una coalición viene determinado, no por la personalidad individual de cada cual, sino por la convergencia o divergencia de los proyectos que presentas para tu país"". ""Esto es lo que lo condiciona, no la simulación que puede hacerse en un momento o en otro"", ha añadido González en un desayuno informativo de Europa Press Andalucía organizado en Sevilla con la presencia de Susana Díaz.

A la pregunta de si incluiría a Iglesias en un gobierno, ha contestado que no cree que el líder de Podemos ""guste mucho de mí"", al igual que le puede ocurrir a él en sentido contrario, pero se ha declarado ""dispuesto a hablar con todo el mundo"", aunque ""hay algunos elementos que podrían ser esenciales que lo harían muy difícil, salvo que hubiera convergencia de posiciones"".

    Si en lugar del rey Felipe fuera el anterior o fuera presidente de la República estarían descalificándolo como presidente de la República""

De igual modo, sobre la visita de Iglesias a la cárcel a entrevistarse con el exvicepresidente de la Generalitat de Cataluña Oriol Junqueras mientras se negociaban los Presupuestos Generales del Estado de 2019, González ha apuntado que ""cada uno puede hacer lo que quiera con su tiempo"" y en todo caso él ha oído a varios representantes del Ejecutivo socialista de Pedro Sánchez aclarar que el líder de Podemos no actuaba por ""encargo"" del Gobierno, por lo que el representante del partido morado ""no parece estar autorizado por nadie"".

En todo caso, ha llamado la atención acerca de que cuando Iglesias salió de entrevistarse con el lehendakari, Íñigo Urkullu, indicó que ""nosotros ya hemos hecho lo que teníamos que hacer, ahora le toca mover ficha al Gobierno, también en materia presupuestaria"". ""¿Perdone? ¿También? ¿Qué es lo que no era ese 'también', que parece ser el centro de lo que habla? ¿Será la construcción de una plurinacionalidad de autodeterminación boliviana?"", se ha cuestionado González.

Un misterioso ""también""

El expresidente ha insistido en que ""lo que más le llamó la atención"" fue ese ""también"" que deslizó Iglesias ""cuando salió de ver a Urkullu"", y ha comentado que el líder de Podemos ""tiene periodos de máxima exposición y otros de inmersión y reposo"".

Sobre el proyecto de Presupuestos en sí que el Gobierno ha acordado con Unidos Podemos, González ha señalado que lo ha visto es que ""son más bien positivos"" y ""prudentemente, tímidamente positivos"", además de ""prudentemente anticíclicos, cumpliendo con los requerimientos"" de la ministra de Economía, Nadia Calviño, ""no los de la Unión Europea"", según ha apostillado.

En esa línea, ha indicado que la Unión Europea es ""un proceso de cesión de soberanía en cada acuerdo que se toma para compartir"" esa soberanía, ""no para que la ejerza otro a quien pueda echar la culpa de las torpezas de uno"".

En defensa de la Monarquía

Por otro lado, el expresidente del Gobierno también se ha pronunciado sobre la carta que Unidos Podemos-En Comú-En Marea ha remitido a la Casa Real dirigida a Juan Carlos I para pedirle que comparezca a petición propia en el Congreso de los Diputados, con el objetivo de que explique ""su actividad institucional como jefe del Estado durante más de 38 años y como Rey emérito desde 2014"", y aclare si está implicado en casos de corrupción.

Al respecto, el expresidente ha señalado que se trata de ""un exponente"" de la ""especie de carga de caballería"" que cree que se da ahora ""contra la institución monárquica y la Jefatura del Estado"", y al hilo ha indicado que cuando ésta ""se plantea desde los separatistas se piensa que están en contra del Rey Felipe porque es monarquía o por el discurso del 3 de octubre"" de 2017, si bien, según ha recordado, antes de ese día ocurrieron los atentados de agosto en Cataluña, ""y las descalificaciones y los gritos"" cuando el monarca se desplazó a Barcelona a participar en la manifestación contra dichos actos terroristas ""eran los mismos que después del 3 de octubre"". En ese sentido, ha opinado que ""si en lugar del rey Felipe fuera el anterior o fuera presidente de la República estarían descalificándolo como presidente de la República"". ""Quieren plantearse un problema que no existe porque no saben resolver los problemas que existen"", ha añadido.

González ha hablado de un ""interés liquidacionista"", de ""desestabilizar"", y ha señalado que él no ha sido ""nunca monárquico, pero se dice, con razón, que he defendido a la institución más que ningún otro"", y ha apuntado que no sabe ""dónde quieren ir"" los ""bromistas que quieren poner en crisis la estabilidad de la convivencia constitucional para liquidarla"".",https://www.esdiario.com/23853720/Felipe-prefiere-al-Rey-y-hasta-a-Franco-que-la-Republica-que-exige-Podemos.html
106,FALSE,Sociedad,AFPFactual,Países de América Latina destacan como los más desiguales del mundo,"El secretario general de Naciones Unidas, Antonio Guterres, aseveró que en el marco de la pandemia es menester combatir la profunda desigualdad en el orbe, “un pequeño grupo de individuos se está enriqueciendo exponencialmente a medida que miles de millones se quedan atrás en la pobreza”, agregó.

De acuerdo a la Comisión Económica para América Latina y el Caribe, publicado en 2017, el 30.2 por ciento de la población vive en condiciones de pobreza, mientras que el 10.2 por ciento (62 millones de personas) están bajo la pobreza extrema. Los datos estadísticos son los más altos desde los esbozados en el año 2008.

Resultado de imagen para chile destaca como uno de los paises más desiguales del mundo
Chile destaca como uno de los países más desiguales del mundo. 
El Banco Mundial reseñó que los cinco países más desiguales del mundo son: Sudáfrica, Haití, Honduras, Colombia y Chile.

Entre la lista es importante señalar que Haití afronta una desestabilización institucional desde hace varios años, donde el actual presidente sin reconocimiento, el juez Joseph Mécène Jean Louis, perpetró un golpe de Estado a Jovenel Moïse Mientras pasa eso, el país se sumerge en la pobreza extrema, señala el reportaje.

Por su parte, Colombia continúa bajo un baño de sangre, en lo poco del presente año se han perpetrado 12 masacres y se han asesinado 24 líderes sociales y nueve excombatientes de las antiguas Fuerzas Armadas Revolucionarias de Colombia- Ejército del Pueblo (FARC-EP). El país suramericano continúa bajo la lupa por la persecución política contra la oposición.

Mientras que Chile afrontará el próximo 11 de abril un proceso de electoral, los ciudadanos escogerán los constituyentes para la redacción de la nueva Carta Magna y sepultar la actual Constitución que dejó el genocida Augusto Pinochet.",https://perma.cc/BE5J-WFHN
107,FALSE,Política,Mediterráneo Digital,El Gobierno ha dado 630 millones de euros en subvenciones a las asociaciones feministas y LGTBI,"VOX denuncia la concesión de dinero de Ayuda al Desarrollo a asociaciones LGTBI y feministas de ámbito nacional. Pregunta al Gobierno qué proyectos justifican que estas asociaciones nacionales sean financiadas con dinero destinado a la cooperación internacional.

En el periodo comprendido entre el 3 de febrero de 2016 y el 30 de mayo de 2019, el Gobierno de España ha concedido, a través del Ministerio de Asuntos Exteriores, Unión Europea y Cooperación, 1.884 subvenciones por valor de más de 630 millones de euros (631.179.143,19 euros).

El chollo de ser feminista en España: 93 millones de euros en subvenciones

Estas subvenciones, en especial las concedidas a través de la Agencia Española de Cooperación Internacional para el Desarrollo, deberían estar enfocadas a los fines que son propios a las citadas instituciones públicas – Ministerio de Exteriores, Agencia de Cooperación Internacional…-, y, sin embargo, entre estos más de 600 millones de euros hay numerosas partidas destinadas a asociaciones LGTBI y asociaciones feministas de ámbito nacional. ¿Por qué? ¿Qué proyectos justifican la concesión de este dinero de todos los españoles?

El Estado subvenciona con 77.277 euros a una activista feminista que está a favor de la pedofilia

Es la pregunta que eleva al Gobierno la diputada del Grupo Parlamentario VOX por Madrid y vocal en la Comisión de Cooperación Internacional para el Desarrollo, Carla Toscano:

-¿Qué asociaciones LGTBI y feministas de ámbito nacional han recibido subvenciones del Ministerio de Asuntos Exteriores, Unión Europa y Cooperación, en especial de la Agencia Española de Cooperación Internacional para el Desarrollo destinadas a Cooperación al Desarrollo?

El 'chiringuito' de las 2.000 asociaciones feministas que quiere cerrar VOX en Andalucía

-¿Qué actividades, servicios y/o proyectos concretos realizan estas asociaciones que han justificado la percepción de subvenciones por parte de los citados organismos públicos?

El Gobierno dispone ahora, según el Noticia 190 del Reglamento del Congreso, de un plazo de 20 días para responder, pudiendo prorrogarse este plazo a petición del Ejecutivo por otros 20 días más.",https://www.mediterraneodigital.com/espana/espana/el-gobierno-ha-dado-630-millones-de-euros-en-subvenciones-a-las-asociaciones-feministas-y-lgtbi
108,FALSE,Sociedad,El Plural,El Tribunal de Cuentas investiga la gestión de Moreno Bonilla en su etapa en el Ministerio de Sanidad por presunta corrupción,"Las presuntas irregularidades en las cuentas de Unidas Podemos no son las únicas que preocupan al Tribunal de Cuentas (TC). En un informe sobre la situación de dependencia en España, el TC ha señalado al director nombrado por el actual presidente de la Junta de Andalucía, Juan Manuel Moreno Bonilla, por multitud de irregularidades.

El informe, que señala desde sobrecostes de 1,7 millones de euros por trocear contratos a contactos previos al concurso con una empresa que finalmente lo gana, pasando por personal externo que trabaja sin contrato, ha tardado poco en llegar al Parlamento de Andalucía.

Tal y como recoge La Voz del Sur​, el portavoz socialista en la Comisión de Turismo, Regeneración, Justicia y Administración Local en el Parlamento andaluz, Felipe López, ha reclamado al presidente de la Junta “explicaciones de manera inmediata” sobre el informe adelantado por El País. Cabe destacar la importancia de este informe ya que en palabras del portavoz “se señalan contratos adjudicados a dedo de forma recurrente a las mismas empresas y también una absoluta falta de control sobre el personal, ajeno al Imserso, que tuvo acceso a información sensible sobre personas físicas”. Además, el informe, que aún puede recibir alegaciones al tratarse de un anteproyecto, señala que las decisiones de 2012 a 2018, no solo perjudican al erario público, sino que contribuyen a la mala gestión del sistema de dependencia en España.

“Moreno Bonilla era el secretario de Estado del que dependía el Imserso —y también el que nombró al director de entonces, César Antón— en aquella época y que, por tanto, como presidente de la Junta de Andalucía está obligado a dar explicaciones y contar todo lo que sabe sobre este asunto”, aseguraba.

Sin embargo, pedía que el popular Moreno Bonilla respondiera también sobre “las irregularidades detectadas en las contrataciones de servicios informáticos del propio Imserso, que están siendo investigadas por la Fiscalía Anticorrupción desde 2018”.

Asimismo, el PSOE destaca que puede ser uno de los motivos por los que el presidente de la Junta no ""quiere acudir al Parlamento andaluz” a dar las explicaciones oportunas, ocasión que han aprovechado para recriminar que “él, que ha sido tan rápido en exigir explicaciones a todos los demás, ahora está escondido y no quiere dar la cara”. ",https://www.elplural.com/autonomias/no-podemos-tribunal-cuentas-investiga-gestion-moreno-bonilla-etapa-ministerio-sanidad-presunta-corrupcion_246941102
110,FALSE,Sociedad,Más Portal,Teresa Rodríguez: “Reivindicamos el califato omeya por encima de los racistas Reyes Católicos”,"La líder podemita en Andalucía, Teresa Rodríguez, ha vuelto a hacer el ridículo en el Parlamento Andaluz con unas esperpénticas declaraciones hablando de «memoria histórica andluza». Rodríguez, muy contenta tras la victoria de su marido “Kichi” en las elecciones municipales de Cádiz, se ha venido arriba y ha asegurado que Andalucía debe mucho y que, por lo tanto, debe reivindicar el legado del Califato Omeya.

La podemita ha aprovechado para decir que, en cambio, los Reyes Católicos eran racistas y que oprimieron al pueblo gitano. Unas declaraciones que van en la línea podemita de intentar borrar la huella de la Reconquista en la Historia de España, un periodo crucial para la formación de la idiosincrasia española y que actualmente solo se reivindica por parte de partidos de derechas.

Las afirmaciones de Rodríguez han provocado un amplio revuelo en Twitter, especialmente del Redactor Jefe de El Mundo, Jorge Bustos, que ha cargado contra los podemitas, amigos del régimen socialista y buenista.",https://masportal.net/teresa-rodriguez-reivindicamos-el-califato-omeya-por-encima-de-los-racistas-reyes-catolicos/
111,FALSE,Covid-19,servimedia,Más del 60% de los municipios de Cataluña tienen más de 500 casos por cada 100.000 habitantes,"Más del 60% de los municipios de Cataluña registran una incidencia acumulada de Covid-19 superior a los 500 casos positivos de coronavirus detectados por cada 100.000 habitantes en los últimos 14 días, la tasa que el ministro de Sanidad, Salvador Illa, ha elegido para aconsejar a la Comunidad de Madrid que restrinja la movilidad en la región y que, de aplicarse, afectaría a más de 60 localidades madrileñas y no solo a las zonas básicas de salud que actualmente presentan incidencias acumuladas superiores a los 1.000 casos.

Según el último informe del Centro de Coordinación de Alertas y Emergencias Sanitarias (Ccaes), la incidencia acumulada de Cataluña en los últimos 14 días es de 150,46 casos por cada 100.000 para el conjunto de la región, si bien la situación es muy dispar entre las diferentes provincias.

Así, según datos de la Generalitat, en el caso de la provincia de Barcelona, más de 250 de sus 311 municipios cumplirían con el criterio recomendado por Illa para limitar la libertad de movimientos a los ciudadanos para contener la pandemia, si bien casi 40 localidades no han presentado ningún caso en los 14 días anteriores al 22 de septiembre, jornada en la que más de 60 localidades de la Comunidad de Madrid cumplía con dicho requisito.

Entre los municipios más afectados de la provincia barcelonesa se encuentra la capital, con 2.098 casos, si bien la ciudad se ve superada por localidades como Sant Boi de LluÇanés, con una tasa de 10.536; Vilalba Sasserra, con una tasa de 7.542; Prats del Rey, que ha registrado una tasa de 6.955 casos por 100.000 habitantes; San Lorenzo Savall, con 4.593 casos por cada 100.000 habitantes; Mediona, con 4.350 positivos por cada 100.000 habitantes y Hospitalet de Llobregat, con una tasa de 3.587 casos.

Por debajo de 3.000 casos por 100.000 habitantes pero con una incidencia muy alta se sitúan municipios como Cornellá de Llobregat, con 2.759; Santa Coloma de Gramanet, con 2.566; Moyá, con 2.377; Granollers, con una tasa de 2.329 o Sant Boi de Llobregat, con 2.294.

Por su parte, en la provincia de Girona serían más de 140 de sus 221 municipios los que cumplirían con una tasa igual o superior a 500 contagios por 100.000 habitantes aunque tiene más de 20 localidades con cero positivos en las últimas dos semanas.

Entre las más afectadas está Vilademuls, con una tasa de 6.012 casos por 100.000 habitantes; San Martín de Llémena, con 4.581 o Terradas, con 4.255.

La capital se sitúa en una tasa de 2.048 positivos por 100.000 habitantes y por delante de ella están localidades como Salt, con 2.857 casos; Puigcerdá, con 2.776; San Hilario Sacalm, con 2.470; San Gregorio, con 2.305 o San Juan de las Abadesas, con 2.258.

Por lo que respecta a Lleida, de sus 231 municipios, más de 140 tienen 500 o más casos por 100.000 habitantes aunque también hay más de 50 con cero contagios.

Entre los municipios con más incidencia acumulada destacan Aitona (10.807 casos por 100.000 habitantes), Alcarrás (8.377), Portella (7.555), Soses (7.543), Áger (7.482), Suñé (7.102), Fuliola (4.567), Torregrosa (4.042), Menarguens (3.970), (Lleida capital (3.829), Sarroca de Lleida (3.030), Guisona (3.041), Bosost (2.885), Cervera (2.582), Bellpuig (2.240) y Benavent de Segriá (2.201),

Finalmente, en Tarragona son 83 localidades las que se encuentran en esta situación de entre los 184 municipios con que cuenta la provincia, aunque 39 no han registrado contagios en las últimas dos semanas.

La capital tiene una incidencia de 969 casos por 100.000 habitantes en el periodo analizado, y, muy por encima de ella se sitúan municipios como Molá (3.367), Pallaresos (3.245), Santa Coloma de Queralt (2.731) o Rodoñá (2.244).

La Generalitat de Cataluña notificó este sábado un total de 1.884 nuevos casos de contagio de coronavirus confirmados desde el último balance, cifra que representa 705 más que los 1.179 registrados ayer. Además, suma nueve fallecidos como consecuencia de la pandemia y mantiene a 137 pacientes en UCI por la infección.

Según el informe del Departamento de Salud del Ejecutivo catalán, el total de casos confirmados acumulados desde el inicio de la crisis sanitaria se sitúa ya en 160.716.

Por lo que se refiere a los fallecidos, el total de muertos por la pandemia en Cataluña se sitúa este sábado en 13.293 mientras el riesgo de rebrote vuelve a subir con respecto a ayer hasta colocarse en 207,59, casi tres puntos por encima del registrado este viernes.

El número de pacientes ingresados en la red hospitalaria de Cataluña por la enfermedad desciende hasta los 739, cifra que representa 33 menos que los contabilizados en la anterior actualización.
",https://www.servimedia.es/Noticia/1312627
113,FALSE,Política,AFPFactual,,"""Después de convertirme en presidente, le pedí a algunos miembros de mi escolta que fuésemos a pasear por la ciudad.

Tras el paseo, fuimos a almorzar a un restaurante.

Nos sentamos en uno de los más céntricos, y cada uno de nosotros pidió lo que quiso. Después de un tiempo de espera apareció el camarero trayendo nuestros menús. Fue justo entonces cuando me di cuenta de que en la mesa que estaba justo frente a la nuestra, había un hombre solo, esperando ser atendido.

Cuando fue servido, le dije a uno de mis soldados: ve a pedirle a ese señor que se una a nosotros.

El soldado fue y le transmitió mi invitación. El hombre se levantó, cogió su plato y se sentó justo a mi lado.

Mientras comía sus manos temblaban constantemente y no levantaba la cabeza de su comida.

Cuando terminamos, se despidió de mí sin apenas mirarme, le di la mano y se marchó.

El soldado me comentó:
Madiva, ese hombre debía estar muy enfermo, ya que sus manos no paraban de temblar mientras comía.

-¡No, en absoluto! La razón de su temblor es otra. Me miraron extrañados y les conté:

-Ese hombre era el guardián de la cárcel donde yo estuve encerrado.

A menudo, después de las torturas a las que me sometían, yo gritaba y lloraba pidiendo un poco de agua y él venía me humillaba, se reía de mí y en vez de darme agua, se orinaba en mi cabeza.

Él no estaba enfermo, lo que estaba era asustado y temblaba quizás esperando que yo, ahora que soy presidente de Sudáfrica, lo mandase a encarcelar y le hiciese lo mismo que él me hizo, torturarlo y humillarlo.

Pero yo no soy así, esa conducta no forma parte de mi carácter, ni de mi ética. Las mentes que buscan venganza destruyen los estados, mientras que las que buscan la reconciliación construyen naciones"".

Nelson Mandela
","Perma | ""Después de convertirme en presidente,... - Ortografía y literatura | Facebook"
114,FALSE,Covid-19,AFPFactual,Victoria Abril deja helado a todo el mundo con su discurso aplastante en contra de la paranoia actual,"Victoria Abril ha dejado a todo el mundo con la boca abierta con su discurso anti-plandemia a la que ha llegado a denominar coronacirco. Más claro y con más lógica no se pueden decir las cosas, se la ha entendido todo, todito. Entre otras cosas ha dicho: «Ya no son tesis conspiracionistas, llevamos un año de covid y epidemia y sabemos cuáles son los muertos. Antes iban metiendo miedo para decir que la única solución es la vacuna, pero la vacuna lleva dos meses y están testando directamente en seres humanos como cobayas». Ponemos el vídeo a continuación, no tiene desperdicio. ",https://elarconte.com/victoria-abril-deja-helado-a-todo-el-mundo-con-su-discurso-aplastante-en-contra-de-la-paranoia-actual/?fbclid=IwAR3j72s8XngRPHGHy9e-_1Y3rvuMsLWKBLD40NBxIqtbudkGJwaB1Qzd31Q
116,FALSE,Sociedad,Delicias Noticia,Los Cubos De Caldo Para Cocinar Son Veneno Para Tu Organismo,"Existen condimentos artificiales para cocinar a los que llamamos “caldos” y son más comunes de lo que pensamos.  A pesar de no parecer dañinos, sí lo son y los consumidores deben saberlo , pues dichos caldos son los que provocan la creciente incidencia de la “enfermedad silenciosa”.


 
Muchas personas no saben que se les ha puesto este caldo a sus comidas para darle más sazón y sabor. Existen pastillas de caldo como por ejemplo los que se comercializan en marcas como: Caldo Knorr, Maggi, Distante, Ajinomoto, Kitano y otros “alimentos” que mejoran el sabor y todas ellas contienen glutamato monosódico.

Dicho componente químico, está lejos de ser inofensivo para la salud, porque es responsable de causar las más diversas reacciones cuando se ingiere: náuseas, alergias en la piel, vómitos, taquicardia, dolor de cabeza, latidos cardíacos irregulares, mareos e incluso depresión.

Utilizar las especias industrializadas cada día puede causar daños graves a los que los consumen , ya que el glutamato puede provocar que el sistema endocrino para producir acetilcolina, una sustancia que, además de estimular la función muscular, reduce la absorción de la glucosa por las neuronas. El resultado puede ser de más peso e incluso la enfermedad de Alzheimer . Un caldo muy peligroso y al mismo tiempo bastante desagradable.

El consumo de glutamato monosódico puede causar dolores de cabeza, migrañas, espasmos musculares, nausea, alergias, anafilaxis, ataques epilépticos, depresión e irregularidades cardiacas. Ya que es una neurotoxina, daña el sistema nervioso y sobre-estimula a las neuronas llevándolas a un estado de agotamiento, y algunas de ellas eventualmente morirán como consecuencia de esta estimulación artificial. Además, consumir alimentos con glutamato monosodico hace que los niveles de glutamato en la sangre sean más altos de lo que deberían ser, y si estos niveles se mantienen así, el glutamato se filtra al cerebro causando y contribuyendo a malestares físicos.

El famoso “sabor” de la comida demuestra claramente la fuerza de la química , que se utiliza en casi todos los platos de este tipo de cocina. Las pastillas de caldo de pollo, carne y verduras es una amenaza que incumbe a la salud de todos . Este componente bloquea las funciones neurológicas del hipotálamo, lo que ayuda a controlar el apetito, el glutamato nos lleva a comer más de lo que necesitamos y que sólo aumenta la obesidad .

Alternativa barata y sana
Te recomendamos congelar hierbas y especias naturales sumergidos en aceite de oliva, aceite de coco o mantequilla en bandejas de cubitos de hielo. Se pueden utilizar con la misma funcionalidad que los cubos venenosas que la industria alimentaria química nos induce a comprar a través de anuncios elaborados y que, además de saludable pueden tener gustos completamente individuales y son aún más caros que los cubos llenos de productos químicos nocivos para la salud.",https://www.deliciasNoticia.com/los-cubos-de-caldo-para-cocinar-son-veneno-para-tu-organismo/
118,FALSE,Sociedad,Agencia EFE,,"Creyó ser víctima de brujerías, mató a su hijo y se suicidó
La tragedia se desencadenó en una casa de Los Pereyra.
Dejó una carta en la que explicó los motivos por los que tomó tan drástica decisión. Él y  su familia habían sido víctimas de un embrujo. Por ese motivo, primero ahorcó a su hijo de ocho años, intentó prender fuero la humilde vivienda en la que residía y, por último, se quitó la vida colgándose de una viga de un tinglado, a la par del niño. Los investigadores no pudieron responder por ahora por qué no le hizo daño a su pareja, muchos años menor que él y con problemas madurativos.
El hecho se desencadenó en la madrugada de ayer en una finca de Los Pereyra, en una zona donde se realizan distintas actividades agrícolas. Un trabajador rural que se presentó a trabajar fue el que descubrió a los cuerpos y, espantado, dio aviso a la Policía. 
Los uniformados identificaron al autor del homicidio como Víctor Rubén Carranza (62) y a la víctima, como Samuel.
""De la inspección a los cuerpos surge que fallecieron por ahorcamiento. En principio estaría descartada la intervención de terceros, por lo que se trataría de un homicidio seguido de suicidio. También se advirtió que se intentó prenderle fuego a la casa;
en ese sentido, el hombre fallecido presentaba signos de quemaduras"", señaló Alejandro Valeros, coordinador de la Unidad Fiscal de Homicidios II, que conduce Carlos Sale.
Hasta el cierre de esta edición, la pareja del homicida y madre del niño, no había podido prestar declaración sobre lo sucedido. En principio, según las averiguaciones realizadas por los investigadores, no se encontraba en la vivienda
cuando se desencadenó el hecho. Tampoco pudieron establecer los motivos de su ausencia.",https://www.facebook.com/Somos-Noticia-Tucum%C3%A1n-106748211268226
120,FALSE,Covid-19,AFPFactual,," #Atención ""Quienes estamos en la primera línea de campaña electoral debemos ser inmunizados, porque visitamos comunidades que no tienen costumbre de lavarse las manos"" fueron las declaraciones de Yaku Perez Guartambel después de recibir la primera dosis de la #VACUNACONTRACOVID19 autorizada por el Ministerio De Salud Publica Del Ecuador",
